,Name,OvPck,Pos,RdPck,Rnd,Tm,Type,WAR,Year
1270,Chris Carpenter,15.0,RHP,15.0,1.0,Blue Jays via Rangers,HS,34.5,1993.0
1271,Alan Benes,16.0,RHP,16.0,1.0,Cardinals,4Yr,1.4,1993.0
1272,Scott Christman,17.0,LHP,17.0,1.0,White Sox,4Yr,0.0,1993.0
1273,Chris Schwab,18.0,OF,18.0,1.0,Expos,HS,0.0,1993.0
1274,Jay Powell,19.0,RHP,19.0,1.0,Orioles,4Yr,3.1,1993.0
1275,Torii Hunter,20.0,OF,20.0,1.0,Twins via Reds,HS,50.0,1993.0
1276,Jason Varitek,21.0,C,21.0,1.0,Twins,4Yr,24.3,1993.0
1277,Charles Peterson,22.0,OF,22.0,1.0,Pirates,HS,0.0,1993.0
1278,Jeff D'Amico,23.0,RHP,23.0,1.0,Brewers,HS,5.6,1993.0
1279,Jon Ratliff,24.0,RHP,24.0,1.0,Cubs via Braves,4Yr,0.0,1993.0
1280,John Wasdin,25.0,RHP,25.0,1.0,Athletics,4Yr,3.2,1993.0
1281,Kelly Wunsch,26.0,LHP,26.0,1.0,Brewers via Blue Jays,4Yr,3.2,1993.0
1282,Marc Valdes,27.0,RHP,27.0,1.0,Marlins,4Yr,-1.0,1993.0
1283,Jamey Wright,28.0,RHP,28.0,1.0,Rockies,HS,9.4,1993.0
1284,Kevin Orie,29.0,SS,29.0,1.0,Cubs,4Yr,3.1,1993.0
1285,Mike Bell,30.0,3B,30.0,1.0,Rangers,HS,0.2,1993.0
1286,Josue Estrada,31.0,OF,31.0,1.0,Expos,HS,0.0,1993.0
1287,Pat Watkins,32.0,OF,32.0,1.0,Reds,4Yr,-0.6,1993.0
1288,Marc Barcelo,33.0,RHP,33.0,1.0,Twins,4Yr,0.0,1993.0
1289,Jermaine Allensworth,34.0,OF,34.0,1.0,Pirates,4Yr,-0.1,1993.0
1290,Todd Dunn,35.0,OF,35.0,1.0,Brewers,4Yr,0.0,1993.0
1291,Willie Adams,36.0,RHP,36.0,1.0,Athletics,4Yr,0.9,1993.0
1292,Matt Farner,37.0,OF,37.0,1.0,Blue Jays,HS,0.0,1993.0
1293,Kelcey Mucker,38.0,OF,38.0,1.0,Twins,HS,0.0,1993.0
1294,Joe Wagner,39.0,RHP,39.0,1.0,Brewers,4Yr,0.0,1993.0
1295,Jeremy Lee,40.0,RHP,40.0,1.0,Blue Jays,HS,0.0,1993.0
1296,Mark Lukasiewicz,41.0,LHP,41.0,1.0,Blue Jays,JC,-0.1,1993.0
1297,Charles Rice,42.0,1B,42.0,1.0,Pirates,HS,0.0,1993.0
1298,Brian Banks,43.0,C,1.0,2.0,Brewers via Mariners,4Yr,-1.1,1993.0
1299,Nate Dishington,44.0,1B,2.0,2.0,Cardinals via Dodgers,HS,0.0,1993.0
1300,Ryan Hancock,45.0,RHP,3.0,2.0,Angels,4Yr,-0.3,1993.0
1301,Scott Rolen,46.0,3B,4.0,2.0,Phillies,HS,70.0,1993.0
1302,Tony Medrano,47.0,SS,5.0,2.0,Blue Jays via Royals,HS,0.0,1993.0
1303,Chris Singleton,48.0,OF,6.0,2.0,Giants,4Yr,9.7,1993.0
1304,Jeff Suppan,49.0,RHP,7.0,2.0,Red Sox,HS,17.4,1993.0
1305,Eric Ludwick,50.0,RHP,8.0,2.0,Mets,4Yr,-2.6,1993.0
1306,Tony Fuduric,51.0,RHP,9.0,2.0,Tigers,HS,0.0,1993.0
1307,Edwin Diaz,52.0,2B,10.0,2.0,Rangers via Cubs,HS,-0.2,1993.0
1308,Casey Whitten,53.0,LHP,11.0,2.0,Indians,4Yr,0.0,1993.0
1309,Kevin Pickford,54.0,LHP,12.0,2.0,Pirates via Astros,HS,-0.5,1993.0
1310,Martin Mainville,55.0,RHP,13.0,2.0,Expos via Yankees,HS,0.0,1993.0
1311,Matt LaChappa,56.0,LHP,14.0,2.0,Padres,HS,0.0,1993.0
1312,Ryan Jones,57.0,1B,15.0,2.0,Blue Jays via Rangers,HS,0.0,1993.0
1313,Jay Witasick,58.0,RHP,16.0,2.0,Cardinals,4Yr,2.7,1993.0
1314,Greg Norton,59.0,3B,17.0,2.0,White Sox,4Yr,-2.4,1993.0
1315,Brad Fullmer,60.0,3B,18.0,2.0,Expos,HS,5.8,1993.0
1316,David Lamb,61.0,SS,19.0,2.0,Orioles,HS,-1.0,1993.0
1317,Scott Sullivan,62.0,RHP,20.0,2.0,Reds,4Yr,6.7,1993.0
1318,Dan Perkins,63.0,RHP,21.0,2.0,Twins,HS,-0.3,1993.0
1319,Jose Delgado,64.0,SS,22.0,2.0,Pirates,HS,0.0,1993.0
1320,Danny Klassen,65.0,SS,23.0,2.0,Brewers,HS,-1.2,1993.0
1321,Andre King,66.0,OF,24.0,2.0,Braves,HS,0.0,1993.0
1322,Jeff D'Amico,67.0,SS,25.0,2.0,Athletics,HS,-0.3,1993.0
1323,Mike Moschetti,68.0,SS,26.0,2.0,Athletics via Blue Jays,HS,0.0,1993.0
1324,John Roskos,69.0,C,27.0,2.0,Marlins,HS,-0.6,1993.0
1325,Bryan Rekar,70.0,RHP,28.0,2.0,Rockies,4Yr,1.9,1993.0
1326,Macey Brooks,71.0,OF,29.0,2.0,Giants,HS,0.0,1993.0
1327,Brett King,72.0,SS,30.0,2.0,Giants,4Yr,0.0,1993.0
1328,Paul Wilson,1.0,RHP,1.0,1.0,Mets,4Yr,2.2,1994.0
1329,Ben Grieve,2.0,OF,2.0,1.0,Athletics,HS,8.4,1994.0
1330,Dustin Hermanson,3.0,RHP,3.0,1.0,Padres,4Yr,11.3,1994.0
1331,Antone Williamson,4.0,3B,4.0,1.0,Brewers,4Yr,-0.8,1994.0
1332,Josh Booty,5.0,SS,5.0,1.0,Marlins,HS,0.0,1994.0
1333,McKay Christensen,6.0,OF,6.0,1.0,Angels,HS,-0.3,1994.0
1334,Doug Million,7.0,LHP,7.0,1.0,Rockies,HS,0.0,1994.0
1335,Todd Walker,8.0,2B,8.0,1.0,Twins,4Yr,10.5,1994.0
1336,C.J. Nitkowski,9.0,LHP,9.0,1.0,Reds,4Yr,-0.8,1994.0
1337,Jaret Wright,10.0,RHP,10.0,1.0,Indians,HS,4.7,1994.0
1338,Mark Farris,11.0,SS,11.0,1.0,Pirates,HS,0.0,1994.0
1339,Nomar Garciaparra,12.0,SS,12.0,1.0,Red Sox,4Yr,44.2,1994.0
1340,Paul Konerko,13.0,C,13.0,1.0,Dodgers,HS,27.6,1994.0
1341,Jason Varitek,14.0,C,14.0,1.0,Mariners,4Yr,24.3,1994.0
1342,Jay Peterson,15.0,RHP,15.0,1.0,Cubs,HS,0.0,1994.0
1343,Matt Smith,16.0,LHP,16.0,1.0,Royals,HS,0.0,1994.0
1344,Ramon Castro,17.0,C,17.0,1.0,Astros,HS,3.1,1994.0
1345,Cade Gaspar,18.0,RHP,18.0,1.0,Tigers,4Yr,0.0,1994.0
1346,Bret Wagner,19.0,LHP,19.0,1.0,Cardinals,4Yr,0.0,1994.0
1347,Terrence Long,20.0,1B,20.0,1.0,Mets via Orioles,HS,5.1,1994.0
1348,Hiram Bocachica,21.0,SS,21.0,1.0,Expos,HS,0.2,1994.0
1349,Dante Powell,22.0,OF,22.0,1.0,Giants via Rangers,4Yr,-0.2,1994.0
1350,Carlton Loewer,23.0,RHP,23.0,1.0,Phillies,4Yr,-1.7,1994.0
1351,Brian Buchanan,24.0,1B,24.0,1.0,Yankees,4Yr,0.5,1994.0
1352,Scott Elarton,25.0,RHP,25.0,1.0,Astros via Giants,HS,2.5,1994.0
1353,Mark Johnson,26.0,C,26.0,1.0,White Sox,HS,2.0,1994.0
1354,Jacob Shumate,27.0,RHP,27.0,1.0,Braves,HS,0.0,1994.0
1355,Kevin Witt,28.0,SS,28.0,1.0,Blue Jays,HS,-1.6,1994.0
1356,Jay Payton,29.0,OF,29.0,1.0,Mets,4Yr,15.4,1994.0
1357,Russ Johnson,30.0,SS,30.0,1.0,Astros,4Yr,2.7,1994.0
1358,Mike Thurman,31.0,RHP,31.0,1.0,Expos,4Yr,0.2,1994.0
1359,Jacob Cruz,32.0,OF,32.0,1.0,Giants,4Yr,0.4,1994.0
1360,Chris Clemons,33.0,RHP,33.0,1.0,White Sox,4Yr,-0.3,1994.0
1361,Travis Miller,34.0,LHP,34.0,1.0,Twins,4Yr,1.3,1994.0
1362,Sean Johnston,35.0,LHP,1.0,2.0,Mets,HS,0.0,1994.0
1363,Brad Rigby,36.0,RHP,2.0,2.0,Athletics,4Yr,0.5,1994.0
1364,Troy Glaus,37.0,3B,3.0,2.0,Padres,HS,37.9,1994.0
1365,Doug Webb,38.0,RHP,4.0,2.0,Brewers,4Yr,0.0,1994.0
1366,Victor Rodriguez,39.0,SS,5.0,2.0,Marlins,HS,0.0,1994.0
1367,Norm Hutchins,40.0,OF,6.0,2.0,Angels,HS,0.0,1994.0
1368,John Ambrose,41.0,RHP,7.0,2.0,White Sox via Rockies,JC,0.0,1994.0
1369,Cleatus Davidson,42.0,SS,8.0,2.0,Twins,HS,-0.1,1994.0
1370,Tony Terry,43.0,OF,9.0,2.0,Reds,HS,0.0,1994.0
1371,Jason Camilli,44.0,SS,10.0,2.0,Expos via Indians,HS,0.0,1994.0
1372,Roger Goedde,45.0,RHP,11.0,2.0,Pirates,HS,0.0,1994.0
1373,Corey Pointer,46.0,C,12.0,2.0,Braves via Red Sox,HS,0.0,1994.0
1374,Gary Rath,47.0,LHP,13.0,2.0,Dodgers,4Yr,-0.3,1994.0
1375,Trey Moore,48.0,LHP,14.0,2.0,Mariners,4Yr,-0.4,1994.0
1376,Brian Stephenson,49.0,RHP,15.0,2.0,Cubs,4Yr,0.0,1994.0
1377,Jed Hansen,50.0,2B,16.0,2.0,Royals,4Yr,-0.3,1994.0
1378,Dan Lock,51.0,LHP,17.0,2.0,Astros,4Yr,0.0,1994.0
1379,Mike Darr,52.0,OF,18.0,2.0,Tigers,HS,2.5,1994.0
1380,Carl Dale,53.0,RHP,19.0,2.0,Cardinals,4Yr,-0.4,1994.0
1381,Tommy Davis,54.0,1B,20.0,2.0,Orioles,4Yr,-0.1,1994.0
1382,Ken Henderson,55.0,RHP,21.0,2.0,Expos,4Yr,0.0,1994.0
1383,Kevin Brown,56.0,C,22.0,2.0,Rangers,4Yr,0.7,1994.0
1384,Ryan Nye,57.0,RHP,23.0,2.0,Phillies,4Yr,-0.5,1994.0
1385,Rod Smith,58.0,OF,24.0,2.0,Yankees,HS,0.0,1994.0
1386,Andy Taulbee,59.0,RHP,25.0,2.0,Giants,4Yr,0.0,1994.0
1387,Jerry Whittaker,60.0,OF,26.0,2.0,White Sox,4Yr,0.0,1994.0
1388,George Lombard,61.0,OF,27.0,2.0,Braves,HS,-0.8,1994.0
1389,John Crowther,62.0,RHP,28.0,2.0,Blue Jays,4Yr,0.0,1994.0
1390,Matt LeCroy,63.0,C,29.0,2.0,Mets,HS,0.4,1994.0
1391,Darin Erstad,1.0,OF,1.0,1.0,Angels,4Yr,32.3,1995.0
1392,Ben Davis,2.0,C,2.0,1.0,Padres,HS,2.9,1995.0
1393,Jose Cruz,3.0,OF,3.0,1.0,Mariners,4Yr,19.5,1995.0
1394,Kerry Wood,4.0,RHP,4.0,1.0,Cubs,HS,27.7,1995.0
1395,Ariel Prieto,5.0,RHP,5.0,1.0,Athletics,,3.3,1995.0
1396,Jaime Jones,6.0,OF,6.0,1.0,Marlins,HS,0.0,1995.0
1397,Jonathan Johnson,7.0,RHP,7.0,1.0,Rangers,4Yr,-0.9,1995.0
1398,Todd Helton,8.0,1B,8.0,1.0,Rockies,4Yr,61.2,1995.0
1399,Geoff Jenkins,9.0,OF,9.0,1.0,Brewers,4Yr,21.9,1995.0
1400,Chad Hermansen,10.0,SS,10.0,1.0,Pirates,HS,-3.6,1995.0
1401,Mike Drumright,11.0,RHP,11.0,1.0,Tigers,4Yr,0.0,1995.0
1402,Matt Morris,12.0,RHP,12.0,1.0,Cardinals,4Yr,20.5,1995.0
1403,Mark Redman,13.0,LHP,13.0,1.0,Twins,4Yr,9.5,1995.0
1404,Reggie Taylor,14.0,OF,14.0,1.0,Phillies,HS,-0.5,1995.0
1405,Andy Yount,15.0,RHP,15.0,1.0,Red Sox,HS,0.0,1995.0
1406,Joe Fontenot,16.0,RHP,16.0,1.0,Giants,HS,-0.8,1995.0
1407,Roy Halladay,17.0,RHP,17.0,1.0,Blue Jays,HS,64.7,1995.0
1408,Ryan Jaroncyk,18.0,SS,18.0,1.0,Mets,HS,0.0,1995.0
1409,Juan LeBron,19.0,OF,19.0,1.0,Royals,HS,0.0,1995.0
1410,David Yocum,20.0,LHP,20.0,1.0,Dodgers,4Yr,0.0,1995.0
1411,Al Shepherd,21.0,RHP,21.0,1.0,Orioles,4Yr,0.0,1995.0
1412,Tony McKnight,22.0,RHP,22.0,1.0,Astros,HS,0.8,1995.0
1413,David Miller,23.0,1B,23.0,1.0,Indians,4Yr,0.0,1995.0
1414,Corey Jenkins,24.0,OF,24.0,1.0,Red Sox via Reds,HS,0.0,1995.0
1415,Jeff Liefer,25.0,3B,25.0,1.0,White Sox,4Yr,-2.8,1995.0
1416,Chad Hutchinson,26.0,RHP,26.0,1.0,Braves,HS,-0.5,1995.0
1417,Shea Morenz,27.0,OF,27.0,1.0,Yankees,4Yr,0.0,1995.0
1418,Michael Barrett,28.0,SS,28.0,1.0,Expos,HS,2.7,1995.0
1419,Chris Haas,29.0,3B,29.0,1.0,Cardinals,HS,0.0,1995.0
1420,Dave Coggin,30.0,RHP,30.0,1.0,Phillies,HS,0.3,1995.0
1421,Jarrod Washburn,31.0,LHP,1.0,2.0,Angels,4Yr,28.5,1995.0
1422,Gabe Alvarez,32.0,SS,2.0,2.0,Padres,4Yr,-1.4,1995.0
1423,Shane Monahan,33.0,OF,3.0,2.0,Mariners,4Yr,-0.6,1995.0
1424,Brian McNichol,34.0,LHP,4.0,2.0,Cubs,4Yr,-0.1,1995.0
1425,Mark Bellhorn,35.0,SS,5.0,2.0,Athletics,4Yr,8.0,1995.0
1426,Nate Rolison,36.0,1B,6.0,2.0,Marlins,HS,-0.3,1995.0
1427,Phil Lowery,37.0,LHP,7.0,2.0,Rangers,HS,0.0,1995.0
1428,Ben Petrick,38.0,C,8.0,2.0,Rockies,HS,0.5,1995.0
1429,Mike Pasqualicchio,39.0,LHP,9.0,2.0,Brewers,4Yr,0.0,1995.0
1430,Garrett Long,40.0,1B,10.0,2.0,Pirates,HS,0.0,1995.0
1431,Brian Powell,41.0,RHP,11.0,2.0,Tigers,4Yr,-1.1,1995.0
1432,Marlon Anderson,42.0,2B,12.0,2.0,Phillies via Cardinals,4Yr,7.3,1995.0
1433,Jason Bell,43.0,RHP,13.0,2.0,Twins,4Yr,0.0,1995.0
1434,Jay Woolf,44.0,SS,14.0,2.0,Cardinals via Phillies,HS,0.0,1995.0
1435,Jose Olmeda,45.0,SS,15.0,2.0,Red Sox,HS,0.0,1995.0
1436,Jason Brester,46.0,LHP,16.0,2.0,Giants,HS,0.0,1995.0
1437,Craig Wilson,47.0,C,17.0,2.0,Blue Jays,HS,3.5,1995.0
1438,Brett Herbison,48.0,RHP,18.0,2.0,Mets,HS,0.0,1995.0
1439,Carlos Beltran,49.0,OF,19.0,2.0,Royals,HS,69.9,1995.0
1440,Darrin Babineaux,50.0,RHP,20.0,2.0,Dodgers,4Yr,0.0,1995.0
1441,Chip Alley,51.0,C,21.0,2.0,Orioles,HS,0.0,1995.0
1442,Eric Ireland,52.0,RHP,22.0,2.0,Astros,HS,0.0,1995.0
1443,Sean Casey,53.0,1B,23.0,2.0,Indians,4Yr,16.3,1995.0
1444,Brett Tomko,54.0,RHP,24.0,2.0,Reds,4Yr,11.0,1995.0
1445,Brian Simmons,55.0,OF,25.0,2.0,White Sox,4Yr,0.1,1995.0
1446,Jim Scharrer,56.0,1B,26.0,2.0,Braves,HS,0.0,1995.0
1447,Rich Brown,57.0,OF,27.0,2.0,Yankees,HS,0.0,1995.0
1448,Henry Mateo,58.0,SS,28.0,2.0,Expos,HS,-0.8,1995.0
1449,Brian Buchanan,59.0,LHP,29.0,2.0,Yankees,HS,0.0,1995.0
1450,Kris Benson,1.0,RHP,1.0,1.0,Pirates,4Yr,13.0,1996.0
1451,Travis Lee,2.0,1B,2.0,1.0,Twins,4Yr,7.2,1996.0
1452,Braden Looper,3.0,RHP,3.0,1.0,Cardinals,4Yr,8.8,1996.0
1453,Billy Koch,4.0,RHP,4.0,1.0,Blue Jays,4Yr,5.6,1996.0
1454,John Patterson,5.0,RHP,5.0,1.0,Expos,HS,5.1,1996.0
1455,Seth Greisinger,6.0,RHP,6.0,1.0,Tigers,4Yr,0.0,1996.0
1456,Matt White,7.0,RHP,7.0,1.0,Giants,HS,0.0,1996.0
1457,Chad Green,8.0,OF,8.0,1.0,Brewers,4Yr,0.0,1996.0
1458,Mark Kotsay,9.0,OF,9.0,1.0,Marlins,4Yr,21.5,1996.0
1459,Eric Chavez,10.0,3B,10.0,1.0,Athletics,HS,37.4,1996.0
1460,Adam Eaton,11.0,RHP,11.0,1.0,Phillies,HS,5.3,1996.0
1461,Bobby Seay,12.0,LHP,12.0,1.0,White Sox,HS,3.2,1996.0
1462,Rob Stratton,13.0,OF,13.0,1.0,Mets,HS,0.0,1996.0
1463,Dee Brown,14.0,OF,14.0,1.0,Royals,HS,-2.9,1996.0
1464,Matt Halloran,15.0,SS,15.0,1.0,Padres,HS,0.0,1996.0
1465,Joe Lawrence,16.0,SS,16.0,1.0,Blue Jays via Orioles,HS,-1.1,1996.0
1466,Todd Noel,17.0,RHP,17.0,1.0,Cubs,HS,0.0,1996.0
1467,R.A. Dickey,18.0,RHP,18.0,1.0,Rangers,4Yr,23.9,1996.0
1468,Mark Johnson,19.0,RHP,19.0,1.0,Astros,4Yr,-0.5,1996.0
1469,Eric Milton,20.0,LHP,20.0,1.0,Yankees via Angels,4Yr,16.6,1996.0
1470,Jake Westbrook,21.0,RHP,21.0,1.0,Rockies,HS,13.3,1996.0
1471,Gil Meche,22.0,RHP,22.0,1.0,Mariners,HS,17.1,1996.0
1472,Damian Rolls,23.0,3B,23.0,1.0,Dodgers,HS,-0.3,1996.0
1473,Sam Marsonek,24.0,RHP,24.0,1.0,Rangers via Yankees,HS,0.1,1996.0
1474,Johnny Oliver,25.0,OF,25.0,1.0,Reds,HS,0.0,1996.0
1475,Josh Garrett,26.0,RHP,26.0,1.0,Red Sox,HS,0.0,1996.0
1476,A.J. Zapp,27.0,1B,27.0,1.0,Braves,HS,0.0,1996.0
1477,Danny Peoples,28.0,1B,28.0,1.0,Indians,4Yr,0.0,1996.0
1478,Paul Wilder,29.0,OF,29.0,1.0,Rays,HS,0.0,1996.0
1479,Nick Bierbrodt,30.0,LHP,30.0,1.0,D'backs,HS,-1.0,1996.0
1480,Pete Tucci,31.0,1B,31.0,1.0,Blue Jays,4Yr,0.0,1996.0
1481,Corey Lee,32.0,LHP,32.0,1.0,Rangers,4Yr,-0.3,1996.0
1482,Matt McClendon,33.0,RHP,33.0,1.0,Reds,HS,0.0,1996.0
1483,Chris Reitsma,34.0,RHP,34.0,1.0,Red Sox,HS,0.9,1996.0
1484,Jason Marquis,35.0,RHP,35.0,1.0,Braves,HS,8.5,1996.0
1485,Andy Prater,36.0,RHP,1.0,2.0,Pirates,HS,0.0,1996.0
1486,Jacque Jones,37.0,OF,2.0,2.0,Twins,4Yr,11.5,1996.0
1487,Buddy Carlyle,38.0,LHP,3.0,2.0,Reds via Cardinals,HS,-1.2,1996.0
1488,Gary Locurto,39.0,1B,4.0,2.0,Red Sox via Blue Jays,HS,0.0,1996.0
1489,Milton Bradley,40.0,OF,5.0,2.0,Expos,HS,16.7,1996.0
1490,Matt Miller,41.0,LHP,6.0,2.0,Tigers,4Yr,-0.4,1996.0
1491,Mike Caruso,42.0,SS,7.0,2.0,Giants,HS,0.8,1996.0
1492,Jose Garcia,43.0,RHP,8.0,2.0,Brewers,HS,0.0,1996.0
1493,Brent Abernathy,44.0,SS,9.0,2.0,Blue Jays via Marlins,HS,0.0,1996.0
1494,Joe Espada,45.0,SS,10.0,2.0,Athletics,4Yr,0.0,1996.0
1495,Jimmy Rollins,46.0,SS,11.0,2.0,Phillies,HS,46.0,1996.0
1496,Josh Paul,47.0,OF,12.0,2.0,White Sox,4Yr,0.3,1996.0
1497,Brendan Behn,48.0,LHP,13.0,2.0,Mets,JC,0.0,1996.0
1498,Taylor Myers,49.0,RHP,14.0,2.0,Royals,HS,0.0,1996.0
1499,Vernon Maxwell,50.0,OF,15.0,2.0,Padres,HS,0.0,1996.0
1500,Brian Falkenborg,51.0,RHP,16.0,2.0,Orioles,HS,-0.8,1996.0
1501,Quincy Carter,52.0,OF,17.0,2.0,Cubs,HS,0.0,1996.0
1502,Derrick Cook,53.0,RHP,18.0,2.0,Rangers,4Yr,0.0,1996.0
1503,John Huber,54.0,RHP,19.0,2.0,Astros,HS,0.0,1996.0
1504,Chuck Abbott,55.0,SS,20.0,2.0,Angels,4Yr,0.0,1996.0
1505,John Nicholson,56.0,RHP,21.0,2.0,Rockies,HS,0.0,1996.0
1506,Jeff Farnsworth,57.0,RHP,22.0,2.0,Mariners,JC,-0.2,1996.0
1507,Josh Glassey,58.0,C,23.0,2.0,Dodgers,HS,0.0,1996.0
1508,Jason Coble,59.0,LHP,24.0,2.0,Yankees,HS,0.0,1996.0
1509,Randi Mallard,60.0,RHP,25.0,2.0,Reds,JC,0.0,1996.0
1510,Jason Sekany,61.0,RHP,26.0,2.0,Red Sox,4Yr,0.0,1996.0
1511,Eric Munson,62.0,C,27.0,2.0,Braves,HS,-1.4,1996.0
1512,Ryan McDermott,63.0,RHP,28.0,2.0,Indians,HS,0.0,1996.0
1513,Doug Johnson,64.0,1B,29.0,2.0,Rays,HS,0.0,1996.0
1514,Jerry Proctor,65.0,OF,30.0,2.0,D'backs,HS,0.0,1996.0
1515,Matt Anderson,1.0,RHP,1.0,1.0,Tigers,4Yr,-0.5,1997.0
1516,J.D. Drew,2.0,OF,2.0,1.0,Phillies,4Yr,44.9,1997.0
1517,Troy Glaus,3.0,3B,3.0,1.0,Angels,4Yr,37.9,1997.0
1518,Jason Grilli,4.0,RHP,4.0,1.0,Giants,4Yr,4.6,1997.0
1519,Vernon Wells,5.0,OF,5.0,1.0,Blue Jays,HS,28.7,1997.0
1520,Geoff Goetz,6.0,LHP,6.0,1.0,Mets,HS,0.0,1997.0
1521,Dan Reichert,7.0,RHP,7.0,1.0,Royals,4Yr,0.0,1997.0
1522,J.J. Davis,8.0,1B,8.0,1.0,Pirates,HS,-1.3,1997.0
1523,Michael Cuddyer,9.0,SS,9.0,1.0,Twins,HS,16.7,1997.0
1524,Jon Garland,10.0,RHP,10.0,1.0,Cubs,HS,22.4,1997.0
1525,Chris Enochs,11.0,RHP,11.0,1.0,Athletics,4Yr,0.0,1997.0
1526,Aaron Akin,12.0,RHP,12.0,1.0,Marlins,JC,0.0,1997.0
1527,Kyle Peterson,13.0,RHP,13.0,1.0,Brewers,4Yr,0.3,1997.0
1528,Brandon Larson,14.0,SS,14.0,1.0,Reds,4Yr,-0.9,1997.0
1529,Jason Dellaero,15.0,SS,15.0,1.0,White Sox,4Yr,-0.9,1997.0
1530,Lance Berkman,16.0,1B,16.0,1.0,Astros,4Yr,51.7,1997.0
1531,John Curtice,17.0,LHP,17.0,1.0,Red Sox,HS,0.0,1997.0
1532,Mark Mangum,18.0,RHP,18.0,1.0,Rockies,HS,0.0,1997.0
1533,Ryan Anderson,19.0,LHP,19.0,1.0,Mariners,HS,0.0,1997.0
1534,Adam Kennedy,20.0,SS,20.0,1.0,Cardinals,4Yr,21.0,1997.0
1535,Eric DuBose,21.0,LHP,21.0,1.0,Athletics via Orioles,4Yr,1.1,1997.0
1536,Jayson Werth,22.0,C,22.0,1.0,Orioles,HS,29.1,1997.0
1537,Donnie Bridges,23.0,RHP,23.0,1.0,Expos,HS,0.0,1997.0
1538,Tyrell Godwin,24.0,OF,24.0,1.0,Yankees via Rangers,HS,-0.1,1997.0
1539,Glenn Davis,25.0,1B,25.0,1.0,Dodgers,4Yr,0.0,1997.0
1540,Darnell McDonald,26.0,OF,26.0,1.0,Orioles via Yankees,HS,0.9,1997.0
1541,Kevin Nicholson,27.0,SS,27.0,1.0,Padres,4Yr,0.1,1997.0
1542,Tim Drew,28.0,RHP,28.0,1.0,Indians,HS,-2.3,1997.0
1543,Troy Cameron,29.0,SS,29.0,1.0,Braves,HS,0.0,1997.0
1544,Jack Cust,30.0,1B,30.0,1.0,D'backs,HS,9.3,1997.0
1545,Jason Standridge,31.0,RHP,31.0,1.0,Rays,HS,-0.6,1997.0
1546,Nathan Haynes,32.0,OF,32.0,1.0,Athletics,HS,-0.7,1997.0
1547,Kyle Kane,33.0,RHP,33.0,1.0,White Sox,JC,0.0,1997.0
1548,Brett Caradonna,34.0,OF,34.0,1.0,White Sox,HS,0.0,1997.0
1549,Mark Fischer,35.0,OF,35.0,1.0,Red Sox,4Yr,0.0,1997.0
1550,Ntema Ndungidi,36.0,OF,36.0,1.0,Orioles,HS,0.0,1997.0
1551,Chris Stowe,37.0,RHP,37.0,1.0,Expos,HS,0.0,1997.0
1552,Scott Hodges,38.0,SS,38.0,1.0,Expos,HS,0.0,1997.0
1553,Jason Romano,39.0,3B,39.0,1.0,Rangers,HS,-1.3,1997.0
1554,Ryan Bradley,40.0,RHP,40.0,1.0,Yankees,4Yr,-0.1,1997.0
1555,Jason Fitzgerald,41.0,OF,41.0,1.0,Indians,4Yr,0.0,1997.0
1556,Denny Wagner,42.0,RHP,42.0,1.0,Athletics,4Yr,0.0,1997.0
1557,Aaron Myette,43.0,RHP,43.0,1.0,White Sox,JC,-2.6,1997.0
1558,Bryan Hebson,44.0,RHP,44.0,1.0,Expos,4Yr,-0.1,1997.0
1559,Tom Pittman,45.0,1B,45.0,1.0,Expos,HS,0.0,1997.0
1560,Jim Parque,46.0,LHP,46.0,1.0,White Sox,4Yr,2.5,1997.0
1561,T.J. Tucker,47.0,RHP,47.0,1.0,Expos,HS,0.7,1997.0
1562,Shane Arthurs,48.0,RHP,48.0,1.0,Expos,HS,0.0,1997.0
1563,Dan McKinley,49.0,OF,49.0,1.0,Giants,4Yr,0.0,1997.0
1564,Matt LeCroy,50.0,C,50.0,1.0,Twins,4Yr,0.4,1997.0
1565,Rocky Biddle,51.0,RHP,51.0,1.0,White Sox,4Yr,-3.1,1997.0
1566,Tootie Myers,52.0,OF,52.0,1.0,Expos,HS,0.0,1997.0
1567,Shane Loux,53.0,RHP,1.0,2.0,Tigers,HS,-1.5,1997.0
1568,Randy Wolf,54.0,LHP,2.0,2.0,Phillies,4Yr,23.1,1997.0
1569,Brandon Parker,55.0,RHP,3.0,2.0,Mariners via Angels,4Yr,0.0,1997.0
1570,Scott Linebrink,56.0,RHP,4.0,2.0,Giants,4Yr,9.6,1997.0
1571,Aaron Capista,57.0,SS,5.0,2.0,Red Sox via Blue Jays,HS,0.0,1997.0
1572,Tyler Walker,58.0,RHP,6.0,2.0,Mets,4Yr,2.2,1997.0
1573,Dane Sardinha,59.0,C,7.0,2.0,Royals,HS,-1.0,1997.0
1574,Jose Nicolas,60.0,OF,8.0,2.0,Pirates,HS,0.0,1997.0
1575,Michael Restovich,61.0,OF,9.0,2.0,Twins,HS,-0.5,1997.0
1576,Jeff Weaver,62.0,RHP,10.0,2.0,White Sox via Cubs,4Yr,15.5,1997.0
1577,Chad Harville,63.0,RHP,11.0,2.0,Athletics,4Yr,-0.9,1997.0
1578,Jeff Bailey,64.0,C,12.0,2.0,Marlins,HS,0.0,1997.0
1579,Alvin Morrow,65.0,OF,13.0,2.0,Brewers,HS,0.0,1997.0
